contexto,palavra,classe,genero,correcao_classe,correcao_palavra,genero_derivacao,tipo_nome,correcao_genero,animacidade,marca_genero_raiz,marca_genero_desinencia,marca_genero_concord,forma_heteronimo,tipo_substantivo,qual_heteronimo
córrego                       principal e seus afluentes                       no caso,afluentes,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
meu objetivo é fazer essa compartimentação geossistêmica                       eu,compartimentação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
que são as áreas mais íngremes                       e os,íngremes,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
mais íngremes                       e os topos que são as,topos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
então                       topo                       vertente                       e vale,vertente,substantivo,['Masc'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
movimento de massa que é deslizamento de                         certo,deslizamento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
porque ni determinada área ocorre inundação                                                pra eu,inundação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
caso                                                 a                         os objetivos dos seus colegas,objetivos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
processos relacionados a                       erosão superficial                                             sei,erosão,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
lá                       formação de                       voçoroca sabe o que,voçoroca,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
voçoroca                       é tipo uma cratera                       que a,cratera,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
então dificilmente numa área de mata preservada você vai,mata,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ter deslizamento de                       de encosta ou coisa dese,encosta,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um cultivo de                       citro                                                e aí,citro,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
aí                       passa muito                       trator você gradea muito,trator,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
estar ocorrendo                       devido à retirada e aplicação dessa,retirada,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que ela me disser na pes   no,pes,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
assim nós usamos os mesmos informantes mas cada uma,informantes,substantivo,['Masc'],,,não,deverbal,masculino e feminino,mais,não,não,sim,não,uniforme,
mesmos informantes mas cada uma tira do seu fenômeno,tira,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
fica num                       num desses compartimentos que é o,compartimentos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
a vegetação e tinha uma árvore específica que é,árvore,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
crescia                       e gerava uma sombra muito forte,sombra,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
caminho que já atravessava esse riacho                       geralmente usavam,riacho,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
riacho                       geralmente usavam as sombras dessas árvores para,sombras,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
da Guia                       próximo à nascente já                       pessoal,nascente,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
dentro                       é dentro do munícipio dentro do território,munícipio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
caminho da pesquisa nesse mesmo viés                         sim,viés,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
aí eu me senti nas nuvens                         já foi,nuvens,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
nas nuvens                         já foi regência                       porque agora,regência,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tava ensinando                       tive muitas contrariedades                       também,contrariedades,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
alunos                       os alunos geravam indignação porque eu tava,indignação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
então e                       então a contrariedade maior é com,contrariedade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um processo de forte                                             desprezo de desvalorização,desprezo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
Professor no geral                       a categoria Professor                       tão,categoria,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
a                       à classe do professorado no Brasil,professorado,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
problemas a partir desses conjuntos                       é família,conjuntos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
valoriza                       eu coloco entre aspa porque                       a,aspa,substantivo,['Fem'],marcador discursivo,,-,-,-,-,-,-,-,-,-,
unido                       pra resolver essa problemática                       inclusive também,problemática,substantivo,['Fem'],,,não,comum,feminino,menos,não,sim,não,não,uniforme,
colocar                       dentro desse pacote                       todas essas,pacote,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
desse pacote                       todas essas instâncias da sociedade,instâncias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
bom                                                 terminou a nossa gravação mas nós temos,gravação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
você já estaria liberado                       siim contribui                         contribui,siim,substantivo,['Masc'],adverbio,sim,-,-,-,-,-,-,-,-,-,
dos seus pais                       ambos comerciantes                         cidade onde,comerciantes,substantivo,['Masc'],,,não,deverbal,masculino e feminino,mais,não,não,sim,não,uniforme,
nove                       nove oito meia um zero quatro,meia,substantivo,['Masc'],adjetivo,,-,-,-,-,-,-,-,-,-,
só para                       o noturno                         ah noturno,noturno,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
Barreto                       depende do seu referencial era cinquenta quilômetros,referencial,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que as pe   as pespe   as perspectivas,pespe,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
muitos profes   professores com alta                       capacitação fosse,alta,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
professores com alta                       capacitação fosse pra lá,capacitação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
teve cedo essa oportunidade de alteridade que a gente,alteridade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
meio que foi quase por osmose quando não,osmose,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
por osmose                       pela exclusão da da outra,exclusão,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
pais eles                         deram algum palpite quanto a profissão,palpite,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
eles não têm                       a sensibilida   tipo por,sensibilida,substantivo,['Fem'],,sensibilidade,não,comum,feminino,menos,sim,não,não,não,uniforme,
outro                       tipo                       o limi                       obviamente uma,limi,substantivo,['Masc'],,limite,não,comum,masculino,menos,sim,não,não,não,uniforme,
que seu curso tem alguma interferência nesse seu,interferência,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
é sim   simplesmente uma técni   uma uma,técni,substantivo,['Fem'],,técnica,não,comum,feminino,menos,sim,não,não,não,uniforme,
ela                       foi uma das explicações não foi a,explicações,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
pode f                       não era alarme                                                 aqui,alarme,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
o o o o a ofer   uma coisa,ofer,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
uma coisa                       o a ferramente pra                       pra,ferramente,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sempre foi o pensar    mano queria estudar na,mano,substantivo,['Masc'],marcador discursivo,,-,-,-,-,-,-,-,-,-,
mas acabou que eu não cons   não não,cons,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
a gente eu   afeto   meio que,afeto,substantivo,['Masc'],verbo,,-,-,-,-,-,-,-,-,-,
pra outras pessoas então essa sensa   essa sensibilidade,sensa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
me proporcionou em ter essa inda   essa independência,inda,substantivo,['Fem'],,independência,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
a gente sempre tem o delivery de de outra,delivery,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,não,não,sim,não,uniforme,
muito tempo no sabão em pó aí a roupa,pó,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
roupa tipo não botava no amaciante então a roupa,amaciante,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
desconhecido então tá tinha um obejtivo em comum,obejtivo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
do preço das     dos aluguéis aqui no Eduardo,aluguéis,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
razoalvel                       o o o alguel que eu moro,alguel,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
Geógrafos gostam de chamar de gentrificação                       que é,gentrificação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
moro                       talvez esse seja exceção                       e e,exceção,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
apartamento de dois quartos com suíte por exemplo três,suíte,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
eu divi                                                  e na quetão na na casa,quetão,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
digo é a mineral                       galão de água mineral,galão,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
geralmente dou dou uma saidinha com                       os,saidinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
pensando conversando                         aqui pela redondeza ou prefere,redondeza,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
redondeza ou prefere                       pela redonde   tanto faz,redonde,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
nenhuma violência física mas a simbólica foi muito grande,simbólica,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
